year_month,Date,Vendor_Name,Amount
2024-07,2024-07-09,KTP Vegitables,514.0
2024-07,2024-07-11,KTP Vegitables,604.0
2024-07,2024-07-13,KTP Vegitables,805.0
2024-07,2024-07-16,KTP Vegitables,557.0
2024-07,2024-07-18,KTP Vegitables,560.0
2024-07,2024-07-20,KTP Vegitables,528.0
2024-07,2024-07-22,KTP Vegitables,267.0
2024-07,2024-07-23,KTP Vegitables,354.0
2024-07,2024-07-25,KTP Vegitables,218.0
2024-07,2024-07-27,KTP Vegitables,856.0
2024-07,2024-07-29,KTP Vegitables,777.0
2024-07,2024-07-31,KTP Vegitables,290.0
2024-07,2024-07-06,Koonathil Traders,25177.0
2024-07,2024-07-20,Koonathil Traders,2803.0
2024-07,2024-07-27,Koonathil Traders,6304.0
2024-07,2024-07-01,Local Purchase,2484.0
2024-07,2024-07-03,Local Purchase,85.0
2024-07,2024-07-04,Local Purchase,2615.0
2024-07,2024-07-05,Local Purchase,220.0
2024-07,2024-07-06,Local Purchase,1960.0
2024-07,2024-07-07,Local Purchase,170.0
2024-07,2024-07-08,Local Purchase,3599.0
2024-07,2024-07-09,Local Purchase,1220.0
2024-07,2024-07-10,Local Purchase,170.0
2024-07,2024-07-11,Local Purchase,2150.0
2024-07,2024-07-12,Local Purchase,560.0
2024-07,2024-07-13,Local Purchase,2032.0
2024-07,2024-07-14,Local Purchase,682.0
2024-07,2024-07-16,Local Purchase,960.0
2024-07,2024-07-17,Local Purchase,1763.0
2024-07,2024-07-18,Local Purchase,3096.0
2024-07,2024-07-19,Local Purchase,310.0
2024-07,2024-07-20,Local Purchase,505.0
2024-07,2024-07-21,Local Purchase,3701.0
2024-07,2024-07-22,Local Purchase,2061.0
2024-07,2024-07-23,Local Purchase,1600.0
2024-07,2024-07-24,Local Purchase,3730.0
2024-07,2024-07-25,Local Purchase,200.0
2024-07,2024-07-26,Local Purchase,100.0
2024-07,2024-07-27,Local Purchase,2709.0
2024-07,2024-07-28,Local Purchase,770.0
2024-07,2024-07-29,Local Purchase,695.0
2024-07,2024-07-30,Local Purchase,2830.0
2024-07,2024-07-31,Local Purchase,104.0
2024-07,2024-07-09,Local Purchase-Gas AGency,1690.0
2024-07,2024-07-17,Local Purchase-Gas AGency,1690.0
2024-07,2024-07-19,Local Purchase-Gas AGency,1690.0
2024-07,2024-07-23,Local Purchase-Gas AGency,3380.0
2024-07,2024-07-02,bistro frozen,10933.0
2024-07,2024-07-23,bistro frozen,18650.0
2024-07,2024-07-02,shabana chicken stall,1072.0
2024-07,2024-07-03,shabana chicken stall,1047.0
2024-07,2024-07-04,shabana chicken stall,1012.0
2024-07,2024-07-05,shabana chicken stall,1066.0
2024-07,2024-07-07,shabana chicken stall,1072.0
2024-07,2024-07-09,shabana chicken stall,1002.0
2024-07,2024-07-11,shabana chicken stall,1026.0
2024-07,2024-07-12,shabana chicken stall,1032.0
2024-07,2024-07-13,shabana chicken stall,1038.0
2024-07,2024-07-15,shabana chicken stall,1392.0
2024-07,2024-07-18,shabana chicken stall,1067.0
2024-07,2024-07-20,shabana chicken stall,1085.0
2024-07,2024-07-23,shabana chicken stall,1119.0
2024-07,2024-07-26,shabana chicken stall,939.0
2024-07,2024-07-27,shabana chicken stall,884.0
2024-07,2024-07-28,shabana chicken stall,932.0
2024-07,2024-07-29,shabana chicken stall,837.0
2024-07,2024-07-31,shabana chicken stall,880.0
2024-06,2024-06-06,Essar Associates,4279.0
2024-06,2024-06-13,Essar Associates,3225.0
2024-06,2024-06-20,Essar Associates,5195.0
2024-06,2024-06-27,Essar Associates,3847.0
2024-06,2024-06-10,IZONE,4158.0
2024-06,2024-06-08,Isha Fresh Vegitables (Hisham),1022.0
2024-06,2024-06-19,Isha Fresh Vegitables (Hisham),1152.0
2024-06,2024-06-26,Isha Fresh Vegitables (Hisham),731.0
2024-06,2024-06-01,KTP Vegitables,413.0
2024-06,2024-06-03,KTP Vegitables,391.0
2024-06,2024-06-06,KTP Vegitables,577.0
2024-06,2024-06-07,KTP Vegitables,314.0
2024-06,2024-06-08,KTP Vegitables,502.0
2024-06,2024-06-09,KTP Vegitables,338.0
2024-06,2024-06-11,KTP Vegitables,559.0
2024-06,2024-06-14,KTP Vegitables,541.0
2024-06,2024-06-15,KTP Vegitables,425.0
2024-06,2024-06-16,KTP Vegitables,1013.0
2024-06,2024-06-20,KTP Vegitables,874.0
2024-06,2024-06-21,KTP Vegitables,575.0
2024-06,2024-06-22,KTP Vegitables,435.0
2024-06,2024-06-24,KTP Vegitables,397.0
2024-06,2024-06-25,KTP Vegitables,571.0
2024-06,2024-06-27,KTP Vegitables,485.0
2024-06,2024-06-29,KTP Vegitables,564.0
2024-06,2024-06-30,KTP Vegitables,402.0
2024-06,2024-06-01,Koonathil Traders,42132.0
2024-06,2024-06-15,Koonathil Traders,1613.0
2024-06,2024-06-22,Koonathil Traders,9443.0
2024-06,2024-06-05,Lakhsyam Foods,29920.0
2024-06,2024-06-25,Lakhsyam Foods,2400.0
2024-06,2024-06-03,Local Purchase,4447.0
2024-06,2024-06-04,Local Purchase,90.0
2024-06,2024-06-05,Local Purchase,750.0
2024-06,2024-06-06,Local Purchase,1640.0
2024-06,2024-06-07,Local Purchase,1331.0
2024-06,2024-06-08,Local Purchase,1910.0
2024-06,2024-06-09,Local Purchase,1290.0
2024-06,2024-06-10,Local Purchase,2198.0
2024-06,2024-06-11,Local Purchase,4629.0
2024-06,2024-06-12,Local Purchase,315.0
2024-06,2024-06-13,Local Purchase,2070.0
2024-06,2024-06-14,Local Purchase,100.0
2024-06,2024-06-15,Local Purchase,770.0
2024-06,2024-06-16,Local Purchase,2390.0
2024-06,2024-06-18,Local Purchase,2707.0
2024-06,2024-06-19,Local Purchase,133.0
2024-06,2024-06-20,Local Purchase,3363.0
2024-06,2024-06-21,Local Purchase,1130.0
2024-06,2024-06-22,Local Purchase,1220.0
2024-06,2024-06-23,Local Purchase,100.0
2024-06,2024-06-24,Local Purchase,1830.0
2024-06,2024-06-25,Local Purchase,1180.0
2024-06,2024-06-28,Local Purchase,2940.0
2024-06,2024-06-30,Local Purchase,1904.0
2024-06,2024-06-18,Local Purchase-Gas AGency,3440.0
2024-06,2024-06-20,Local Purchase-Gas AGency,1720.0
2024-06,2024-06-24,Local Purchase-Gas AGency,3440.0
2024-06,2024-06-11,bistro frozen,7239.0
2024-06,2024-06-25,bistro frozen,10467.0
2024-06,2024-06-01,shabana chicken stall,1110.0
2024-06,2024-06-03,shabana chicken stall,1098.0
2024-06,2024-06-04,shabana chicken stall,1074.0
2024-06,2024-06-06,shabana chicken stall,1092.0
2024-06,2024-06-07,shabana chicken stall,1116.0
2024-06,2024-06-08,shabana chicken stall,1152.0
2024-06,2024-06-09,shabana chicken stall,2589.0
2024-06,2024-06-14,shabana chicken stall,1074.0
2024-06,2024-06-15,shabana chicken stall,1128.0
2024-06,2024-06-16,shabana chicken stall,1456.0
2024-06,2024-06-17,shabana chicken stall,1492.0
2024-06,2024-06-19,shabana chicken stall,837.0
2024-06,2024-06-21,shabana chicken stall,1474.0
2024-06,2024-06-22,shabana chicken stall,1274.0
2024-06,2024-06-23,shabana chicken stall,1476.0
2024-06,2024-06-25,shabana chicken stall,972.0
2024-06,2024-06-26,shabana chicken stall,1074.0
2024-06,2024-06-27,shabana chicken stall,972.0
2024-06,2024-06-29,shabana chicken stall,1221.0
2024-06,2024-06-30,shabana chicken stall,973.0
2024-05,2024-05-02,Essar Associates,6206.0
2024-05,2024-05-09,Essar Associates,6869.0
2024-05,2024-05-16,Essar Associates,3525.0
2024-05,2024-05-30,Essar Associates,4115.0
2024-05,2024-05-02,Isha Fresh Vegitables (Hisham),880.0
2024-05,2024-05-10,Isha Fresh Vegitables (Hisham),831.0
2024-05,2024-05-17,Isha Fresh Vegitables (Hisham),982.0
2024-05,2024-05-28,Isha Fresh Vegitables (Hisham),566.0
2024-05,2024-05-01,KTP Vegitables,566.0
2024-05,2024-05-03,KTP Vegitables,532.0
2024-05,2024-05-06,KTP Vegitables,517.0
2024-05,2024-05-08,KTP Vegitables,446.0
2024-05,2024-05-09,KTP Vegitables,300.0
2024-05,2024-05-11,KTP Vegitables,593.0
2024-05,2024-05-15,KTP Vegitables,464.0
2024-05,2024-05-18,KTP Vegitables,678.0
2024-05,2024-05-20,KTP Vegitables,339.0
2024-05,2024-05-24,KTP Vegitables,1361.0
2024-05,2024-05-27,KTP Vegitables,505.0
2024-05,2024-05-29,KTP Vegitables,430.0
2024-05,2024-05-30,KTP Vegitables,414.0
2024-05,2024-05-31,KTP Vegitables,425.0
2024-05,2024-05-04,Koonathil Traders,36453.0
2024-05,2024-05-25,Koonathil Traders,13696.0
2024-05,2024-05-04,Lakhsyam Foods,33013.0
2024-05,2024-05-01,Local Purchase,1265.0
2024-05,2024-05-02,Local Purchase,160.0
2024-05,2024-05-03,Local Purchase,452.0
2024-05,2024-05-04,Local Purchase,1304.0
2024-05,2024-05-06,Local Purchase,2274.0
2024-05,2024-05-07,Local Purchase,1710.0
2024-05,2024-05-08,Local Purchase,445.0
2024-05,2024-05-09,Local Purchase,1579.0
2024-05,2024-05-10,Local Purchase,282.0
2024-05,2024-05-11,Local Purchase,4004.0
2024-05,2024-05-12,Local Purchase,720.0
2024-05,2024-05-13,Local Purchase,400.0
2024-05,2024-05-14,Local Purchase,4014.0
2024-05,2024-05-16,Local Purchase,2306.0
2024-05,2024-05-17,Local Purchase,540.0
2024-05,2024-05-18,Local Purchase,100.0
2024-05,2024-05-19,Local Purchase,681.0
2024-05,2024-05-20,Local Purchase,2423.0
2024-05,2024-05-21,Local Purchase,4295.0
2024-05,2024-05-22,Local Purchase,2495.0
2024-05,2024-05-23,Local Purchase,500.0
2024-05,2024-05-24,Local Purchase,993.0
2024-05,2024-05-25,Local Purchase,2600.0
2024-05,2024-05-26,Local Purchase,1070.0
2024-05,2024-05-27,Local Purchase,1381.0
2024-05,2024-05-28,Local Purchase,1510.0
2024-05,2024-05-29,Local Purchase,740.0
2024-05,2024-05-30,Local Purchase,1848.0
2024-05,2024-05-31,Local Purchase,100.0
2024-05,2024-05-05,Local Purchase-Gas AGency,1810.0
2024-05,2024-05-07,Local Purchase-Gas AGency,1790.0
2024-05,2024-05-13,Local Purchase-Gas AGency,3580.0
2024-05,2024-05-16,Local Purchase-Gas AGency,2073.0
2024-05,2024-05-23,Local Purchase-Gas AGency,1790.0
2024-05,2024-05-27,Local Purchase-Gas AGency,1790.0
2024-05,2024-05-31,Local Purchase-Gas AGency,1790.0
2024-05,2024-05-07,bistro frozen,10612.0
2024-05,2024-05-21,bistro frozen,10285.0
2024-05,2024-05-28,bistro frozen,2439.0
2024-05,2024-05-02,shabana chicken stall,1360.0
2024-05,2024-05-03,shabana chicken stall,1427.0
2024-05,2024-05-07,shabana chicken stall,1026.0
2024-05,2024-05-08,shabana chicken stall,1068.0
2024-05,2024-05-09,shabana chicken stall,895.0
2024-05,2024-05-10,shabana chicken stall,1059.0
2024-05,2024-05-11,shabana chicken stall,1041.0
2024-05,2024-05-13,shabana chicken stall,1543.0
2024-05,2024-05-15,shabana chicken stall,837.0
2024-05,2024-05-16,shabana chicken stall,1178.0
2024-05,2024-05-18,shabana chicken stall,1544.0
2024-05,2024-05-20,shabana chicken stall,1590.0
2024-05,2024-05-22,shabana chicken stall,1241.0
2024-05,2024-05-23,shabana chicken stall,1260.0
2024-05,2024-05-24,shabana chicken stall,1607.0
2024-05,2024-05-25,shabana chicken stall,1725.0
2024-05,2024-05-26,shabana chicken stall,1215.0
2024-05,2024-05-30,shabana chicken stall,1122.0
2024-05,2024-05-31,shabana chicken stall,1128.0
2024-04,2024-04-04,Essar Associates,2756.0
2024-04,2024-04-12,Essar Associates,6183.0
2024-04,2024-04-18,Essar Associates,7968.0
2024-04,2024-04-25,Essar Associates,735.0
2024-04,2024-04-20,IZONE,3200.0
2024-04,2024-04-01,Isha Fresh Vegitables (Hisham),848.0
2024-04,2024-04-13,Isha Fresh Vegitables (Hisham),752.0
2024-04,2024-04-22,Isha Fresh Vegitables (Hisham),504.0
2024-04,2024-04-01,KTP Vegitables,877.0
2024-04,2024-04-03,KTP Vegitables,412.0
2024-04,2024-04-04,KTP Vegitables,318.0
2024-04,2024-04-07,KTP Vegitables,582.0
2024-04,2024-04-08,KTP Vegitables,451.0
2024-04,2024-04-10,KTP Vegitables,721.0
2024-04,2024-04-12,KTP Vegitables,337.0
2024-04,2024-04-14,KTP Vegitables,549.0
2024-04,2024-04-15,KTP Vegitables,830.0
2024-04,2024-04-17,KTP Vegitables,358.0
2024-04,2024-04-18,KTP Vegitables,327.0
2024-04,2024-04-21,KTP Vegitables,562.0
2024-04,2024-04-22,KTP Vegitables,894.0
2024-04,2024-04-26,KTP Vegitables,1015.0
2024-04,2024-04-29,KTP Vegitables,545.0
2024-04,2024-04-06,Koonathil Traders,1850.0
2024-04,2024-04-13,Koonathil Traders,4055.0
2024-04,2024-04-20,Koonathil Traders,21632.0
2024-04,2024-04-08,Lakhsyam Foods,3775.0
2024-04,2024-04-01,Local Purchase,65.0
2024-04,2024-04-02,Local Purchase,1741.0
2024-04,2024-04-04,Local Purchase,1116.0
2024-04,2024-04-05,Local Purchase,100.0
2024-04,2024-04-06,Local Purchase,2640.0
2024-04,2024-04-07,Local Purchase,164.0
2024-04,2024-04-08,Local Purchase,665.0
2024-04,2024-04-09,Local Purchase,470.0
2024-04,2024-04-10,Local Purchase,765.0
2024-04,2024-04-11,Local Purchase,3150.0
2024-04,2024-04-12,Local Purchase,691.0
2024-04,2024-04-13,Local Purchase,3230.0
2024-04,2024-04-14,Local Purchase,1268.0
2024-04,2024-04-15,Local Purchase,570.0
2024-04,2024-04-16,Local Purchase,2595.0
2024-04,2024-04-18,Local Purchase,4350.0
2024-04,2024-04-19,Local Purchase,419.0
2024-04,2024-04-20,Local Purchase,1566.0
2024-04,2024-04-23,Local Purchase,322.0
2024-04,2024-04-24,Local Purchase,2431.0
2024-04,2024-04-25,Local Purchase,100.0
2024-04,2024-04-26,Local Purchase,3106.0
2024-04,2024-04-27,Local Purchase,160.0
2024-04,2024-04-28,Local Purchase,380.0
2024-04,2024-04-30,Local Purchase,3778.0
2024-04,2024-04-03,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-10,Local Purchase-Gas AGency,3620.0
2024-04,2024-04-14,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-16,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-20,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-26,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-29,Local Purchase-Gas AGency,1810.0
2024-04,2024-04-02,bistro frozen,13560.0
2024-04,2024-04-09,bistro frozen,10392.0
2024-04,2024-04-16,bistro frozen,16641.0
2024-04,2024-04-03,shabana chicken stall,1320.0
2024-04,2024-04-05,shabana chicken stall,1199.0
2024-04,2024-04-07,shabana chicken stall,1398.0
2024-04,2024-04-09,shabana chicken stall,1748.0
2024-04,2024-04-11,shabana chicken stall,1406.0
2024-04,2024-04-12,shabana chicken stall,1216.0
2024-04,2024-04-13,shabana chicken stall,821.0
2024-04,2024-04-14,shabana chicken stall,1767.0
2024-04,2024-04-15,shabana chicken stall,1235.0
2024-04,2024-04-17,shabana chicken stall,2886.0
2024-04,2024-04-18,shabana chicken stall,1116.0
2024-04,2024-04-19,shabana chicken stall,1085.0
2024-04,2024-04-20,shabana chicken stall,1054.0
2024-04,2024-04-22,shabana chicken stall,1336.0
2024-04,2024-04-23,shabana chicken stall,945.0
2024-04,2024-04-25,shabana chicken stall,982.0
2024-04,2024-04-27,shabana chicken stall,1361.0
2024-04,2024-04-28,shabana chicken stall,1377.0
2024-04,2024-04-30,shabana chicken stall,1003.0
2024-03,2024-03-07,Essar Associates,4760.0
2024-03,2024-03-14,Essar Associates,2015.0
2024-03,2024-03-28,Essar Associates,7392.0
2024-03,2024-03-01,IZONE,2950.0
2024-03,2024-03-04,Isha Fresh Vegitables (Hisham),446.0
2024-03,2024-03-15,Isha Fresh Vegitables (Hisham),629.0
2024-03,2024-03-02,KTP Vegitables,434.0
2024-03,2024-03-03,KTP Vegitables,298.0
2024-03,2024-03-04,KTP Vegitables,255.0
2024-03,2024-03-06,KTP Vegitables,207.0
2024-03,2024-03-08,KTP Vegitables,551.0
2024-03,2024-03-10,KTP Vegitables,513.0
2024-03,2024-03-12,KTP Vegitables,855.0
2024-03,2024-03-16,KTP Vegitables,604.0
2024-03,2024-03-19,KTP Vegitables,441.0
2024-03,2024-03-21,KTP Vegitables,450.0
2024-03,2024-03-23,KTP Vegitables,586.0
2024-03,2024-03-25,KTP Vegitables,514.0
2024-03,2024-03-27,KTP Vegitables,352.0
2024-03,2024-03-28,KTP Vegitables,546.0
2024-03,2024-03-29,KTP Vegitables,698.0
2024-03,2024-03-31,KTP Vegitables,322.0
2024-03,2024-03-02,Koonathil Traders,2549.0
2024-03,2024-03-09,Koonathil Traders,23985.0
2024-03,2024-03-30,Koonathil Traders,27558.0
2024-03,2024-03-15,Lakhsyam Foods,32532.0
2024-03,2024-03-01,Local Purchase,362.0
2024-03,2024-03-03,Local Purchase,2576.0
2024-03,2024-03-04,Local Purchase,240.0
2024-03,2024-03-05,Local Purchase,1033.0
2024-03,2024-03-06,Local Purchase,35.0
2024-03,2024-03-07,Local Purchase,447.0
2024-03,2024-03-08,Local Purchase,3291.0
2024-03,2024-03-09,Local Purchase,1206.0
2024-03,2024-03-10,Local Purchase,510.0
2024-03,2024-03-11,Local Purchase,2900.0
2024-03,2024-03-12,Local Purchase,112.0
2024-03,2024-03-13,Local Purchase,880.0
2024-03,2024-03-15,Local Purchase,427.0
2024-03,2024-03-16,Local Purchase,2250.0
2024-03,2024-03-17,Local Purchase,112.0
2024-03,2024-03-18,Local Purchase,528.0
2024-03,2024-03-19,Local Purchase,154.0
2024-03,2024-03-20,Local Purchase,142.0
2024-03,2024-03-21,Local Purchase,300.0
2024-03,2024-03-22,Local Purchase,2718.0
2024-03,2024-03-23,Local Purchase,100.0
2024-03,2024-03-24,Local Purchase,160.0
2024-03,2024-03-26,Local Purchase,2475.0
2024-03,2024-03-27,Local Purchase,529.0
2024-03,2024-03-28,Local Purchase,1128.0
2024-03,2024-03-29,Local Purchase,60.0
2024-03,2024-03-30,Local Purchase,2229.0
2024-03,2024-03-31,Local Purchase,1357.0
2024-03,2024-03-05,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-09,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-13,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-17,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-23,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-29,Local Purchase-Gas AGency,1840.0
2024-03,2024-03-05,bistro frozen,6640.0
2024-03,2024-03-01,shabana chicken stall,1193.0
2024-03,2024-03-03,shabana chicken stall,1190.0
2024-03,2024-03-04,shabana chicken stall,1085.0
2024-03,2024-03-08,shabana chicken stall,1468.0
2024-03,2024-03-09,shabana chicken stall,1138.0
2024-03,2024-03-11,shabana chicken stall,888.0
2024-03,2024-03-15,shabana chicken stall,1009.0
2024-03,2024-03-16,shabana chicken stall,948.0
2024-03,2024-03-21,shabana chicken stall,789.0
2024-03,2024-03-24,shabana chicken stall,1261.0
2024-03,2024-03-27,shabana chicken stall,972.0
2024-03,2024-03-30,shabana chicken stall,1350.0
2024-03,2024-03-31,shabana chicken stall,915.0
2024-02,2024-02-01,Essar Associates,2780.0
2024-02,2024-02-08,Essar Associates,2935.0
2024-02,2024-02-15,Essar Associates,3850.0
2024-02,2024-02-23,Essar Associates,2685.0
2024-02,2024-02-29,Essar Associates,2605.0
2024-02,2024-02-07,Isha Fresh Vegitables (Hisham),764.0
2024-02,2024-02-19,Isha Fresh Vegitables (Hisham),598.0
2024-02,2024-02-26,Isha Fresh Vegitables (Hisham),247.0
2024-02,2024-02-02,KTP Vegitables,553.0
2024-02,2024-02-03,KTP Vegitables,343.0
2024-02,2024-02-05,KTP Vegitables,1151.0
2024-02,2024-02-06,KTP Vegitables,194.0
2024-02,2024-02-07,KTP Vegitables,1294.0
2024-02,2024-02-09,KTP Vegitables,373.0
2024-02,2024-02-15,KTP Vegitables,891.0
2024-02,2024-02-18,KTP Vegitables,401.0
2024-02,2024-02-20,KTP Vegitables,1170.0
2024-02,2024-02-23,KTP Vegitables,349.0
2024-02,2024-02-24,KTP Vegitables,434.0
2024-02,2024-02-25,KTP Vegitables,135.0
2024-02,2024-02-26,KTP Vegitables,549.0
2024-02,2024-02-28,KTP Vegitables,599.0
2024-02,2024-02-02,Koonathil Traders,2336.0
2024-02,2024-02-17,Koonathil Traders,41450.0
2024-02,2024-02-24,Koonathil Traders,1850.0
2024-02,2024-02-08,Lakhsyam Foods,29737.0
2024-02,2024-02-01,Local Purchase,2766.0
2024-02,2024-02-02,Local Purchase,215.0
2024-02,2024-02-03,Local Purchase,182.0
2024-02,2024-02-05,Local Purchase,1147.0
2024-02,2024-02-06,Local Purchase,1588.0
2024-02,2024-02-07,Local Purchase,680.0
2024-02,2024-02-08,Local Purchase,426.0
2024-02,2024-02-09,Local Purchase,112.0
2024-02,2024-02-10,Local Purchase,3272.0
2024-02,2024-02-12,Local Purchase,1118.0
2024-02,2024-02-13,Local Purchase,140.0
2024-02,2024-02-14,Local Purchase,1088.0
2024-02,2024-02-16,Local Purchase,1711.0
2024-02,2024-02-17,Local Purchase,2603.0
2024-02,2024-02-18,Local Purchase,179.0
2024-02,2024-02-19,Local Purchase,140.0
2024-02,2024-02-21,Local Purchase,400.0
2024-02,2024-02-22,Local Purchase,1328.0
2024-02,2024-02-23,Local Purchase,1544.0
2024-02,2024-02-24,Local Purchase,140.0
2024-02,2024-02-25,Local Purchase,1306.0
2024-02,2024-02-26,Local Purchase,2560.0
2024-02,2024-02-27,Local Purchase,140.0
2024-02,2024-02-28,Local Purchase,1515.0
2024-02,2024-02-11,Local Purchase-Gas AGency,3620.0
2024-02,2024-02-15,Local Purchase-Gas AGency,1810.0
2024-02,2024-02-20,Local Purchase-Gas AGency,1810.0
2024-02,2024-02-23,Local Purchase-Gas AGency,1810.0
2024-02,2024-02-25,Local Purchase-Gas AGency,1810.0
2024-02,2024-02-29,Loocos Pizza CPY,837.0
2024-02,2024-02-20,bistro frozen,9613.0
2024-02,2024-02-27,bistro frozen,648.0
2024-02,2024-02-03,shabana chicken stall,1507.0
2024-02,2024-02-05,shabana chicken stall,951.0
2024-02,2024-02-07,shabana chicken stall,894.0
2024-02,2024-02-08,shabana chicken stall,915.0
2024-02,2024-02-10,shabana chicken stall,1177.0
2024-02,2024-02-14,shabana chicken stall,1255.0
2024-02,2024-02-16,shabana chicken stall,998.0
2024-02,2024-02-17,shabana chicken stall,1352.0
2024-02,2024-02-19,shabana chicken stall,961.0
2024-02,2024-02-20,shabana chicken stall,736.0
2024-02,2024-02-23,shabana chicken stall,1361.0
2024-02,2024-02-25,shabana chicken stall,1393.0
2024-02,2024-02-28,shabana chicken stall,1560.0
2024-01,2024-01-04,Essar Associates,2380.0
2024-01,2024-01-11,Essar Associates,2135.0
2024-01,2024-01-18,Essar Associates,2920.0
2024-01,2024-01-25,Essar Associates,2490.0
2024-01,2024-01-08,Isha Fresh Vegitables (Hisham),1038.0
2024-01,2024-01-26,Isha Fresh Vegitables (Hisham),718.0
2024-01,2024-01-01,KTP Vegitables,455.0
2024-01,2024-01-03,KTP Vegitables,925.0
2024-01,2024-01-05,KTP Vegitables,430.0
2024-01,2024-01-06,KTP Vegitables,832.0
2024-01,2024-01-08,KTP Vegitables,803.0
2024-01,2024-01-09,KTP Vegitables,408.0
2024-01,2024-01-12,KTP Vegitables,471.0
2024-01,2024-01-13,KTP Vegitables,273.0
2024-01,2024-01-14,KTP Vegitables,598.0
2024-01,2024-01-16,KTP Vegitables,1032.0
2024-01,2024-01-17,KTP Vegitables,543.0
2024-01,2024-01-18,KTP Vegitables,752.0
2024-01,2024-01-19,KTP Vegitables,396.0
2024-01,2024-01-20,KTP Vegitables,542.0
2024-01,2024-01-21,KTP Vegitables,332.0
2024-01,2024-01-23,KTP Vegitables,277.0
2024-01,2024-01-25,KTP Vegitables,484.0
2024-01,2024-01-26,KTP Vegitables,227.0
2024-01,2024-01-27,KTP Vegitables,588.0
2024-01,2024-01-29,KTP Vegitables,585.0
2024-01,2024-01-31,KTP Vegitables,409.0
2024-01,2024-01-06,Koonathil Traders,1419.0
2024-01,2024-01-20,Koonathil Traders,44875.0
2024-01,2024-01-01,Local Purchase,2382.0
2024-01,2024-01-02,Local Purchase,1092.0
2024-01,2024-01-03,Local Purchase,300.0
2024-01,2024-01-04,Local Purchase,1997.0
2024-01,2024-01-05,Local Purchase,123.0
2024-01,2024-01-06,Local Purchase,1265.0
2024-01,2024-01-07,Local Purchase,172.0
2024-01,2024-01-08,Local Purchase,506.0
2024-01,2024-01-10,Local Purchase,1697.0
2024-01,2024-01-11,Local Purchase,142.0
2024-01,2024-01-13,Local Purchase,1290.0
2024-01,2024-01-15,Local Purchase,3586.0
2024-01,2024-01-16,Local Purchase,2197.0
2024-01,2024-01-17,Local Purchase,748.0
2024-01,2024-01-18,Local Purchase,160.0
2024-01,2024-01-19,Local Purchase,142.0
2024-01,2024-01-21,Local Purchase,213.0
2024-01,2024-01-22,Local Purchase,1246.0
2024-01,2024-01-23,Local Purchase,3593.0
2024-01,2024-01-24,Local Purchase,390.0
2024-01,2024-01-25,Local Purchase,40.0
2024-01,2024-01-26,Local Purchase,230.0
2024-01,2024-01-27,Local Purchase,1048.0
2024-01,2024-01-28,Local Purchase,1518.0
2024-01,2024-01-29,Local Purchase,100.0
2024-01,2024-01-30,Local Purchase,1860.0
2024-01,2024-01-31,Local Purchase,746.0
2024-01,2024-01-01,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-04,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-09,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-17,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-18,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-20,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-23,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-27,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-29,Local Purchase-Gas AGency,1800.0
2024-01,2024-01-12,centreal bazar,90.0
2024-01,2024-01-20,salva food agencies,16663.0
2024-01,2024-01-01,shabana chicken stall,1460.0
2024-01,2024-01-02,shabana chicken stall,1160.0
2024-01,2024-01-04,shabana chicken stall,868.0
2024-01,2024-01-06,shabana chicken stall,1199.0
2024-01,2024-01-08,shabana chicken stall,793.0
2024-01,2024-01-10,shabana chicken stall,949.0
2024-01,2024-01-12,shabana chicken stall,1264.0
2024-01,2024-01-13,shabana chicken stall,1192.0
2024-01,2024-01-16,shabana chicken stall,1138.0
2024-01,2024-01-18,shabana chicken stall,1134.0
2024-01,2024-01-21,shabana chicken stall,774.0
2024-01,2024-01-23,shabana chicken stall,774.0
2024-01,2024-01-25,shabana chicken stall,741.0
2024-01,2024-01-26,shabana chicken stall,945.0
2024-01,2024-01-28,shabana chicken stall,864.0
2024-01,2024-01-30,shabana chicken stall,799.0
2024-01,2024-01-31,shabana chicken stall,1036.0
2023-12,2023-12-07,Essar Associates,2835.0
2023-12,2023-12-13,Essar Associates,1650.0
2023-12,2023-12-14,Essar Associates,2143.0
2023-12,2023-12-21,Essar Associates,3300.0
2023-12,2023-12-28,Essar Associates,5138.0
2023-12,2023-12-02,Isha Fresh Vegitables (Hisham),618.0
2023-12,2023-12-09,Isha Fresh Vegitables (Hisham),668.0
2023-12,2023-12-18,Isha Fresh Vegitables (Hisham),868.0
